,source,file,SI-SDR,SI-SIR,SI-SAR,SD-SDR,SNR,SRR,SI-SDRi,SD-SDRi,SNRi,MIX-SI-SDR,MIX-SD-SDR,MIX-SNR
0,bass,The Sunshine Garcia Band - For I Am The Moon_bass.json,1.1077364919004327,5.279648259805498,3.2149121569155072,1.011079327961079,2.0885408294444607,17.591399342298768,4.032266614238438,3.937227596906741,5.2423860749023525,-2.924530122338005,-2.9261482689456617,-3.1538452454578922
1,bass,PR - Oh No_bass.json,-5.267281466430181,-3.1756135288412146,-1.0658439830668145,-7.258498345889042,0.2609365310104021,-2.275572632603132,2.2812187628123555,0.2944054232791329,8.499952668638088,-7.548500229242537,-7.552903769168175,-8.239016137627686
2,bass,Lyndsey Ollard - Catching Up_bass.json,0.6412747375017178,6.598893532468025,1.9195284100069647,-0.09734420291279422,2.829492120421459,7.960476574699586,8.270306870869263,7.532007208095713,10.281824733722498,-7.629032133367544,-7.629351411008508,-7.45233261330104
3,bass,Al James - Schoolboy Facination_bass.json,2.119208136622169,13.312838285851026,2.467106815864585,-0.003349317188185097,4.196687375138291,4.130683283514847,7.072697211330009,4.950249910422944,9.192498885191656,-4.95348907470784,-4.953599227611129,-4.995811510053365
4,bass,The Easton Ellises - Falcon 69_bass.json,0.33440892649807175,5.622636973224206,1.8582978662163163,-0.1778422665092676,2.3658630397494664,9.370194523451234,6.64456885688625,6.133725049295885,8.359967366538953,-6.310159930388179,-6.311567315805153,-5.994104326789485
5,bass,Little Chicago's Finest - My Own_bass.json,-3.2656353293084166,-0.29411450024591135,-0.18836832840649645,-3.2721670624956944,-2.810359881630877,25.329875609312857,4.423039550873847,4.4194717504069185,5.442570113729304,-7.688674880182264,-7.691638812902612,-8.25292999536018
6,bass,Hollow Ground - Ill Fate_bass.json,-3.965790230425359,-1.632045920629537,-0.15225922109552387,-4.105388875335359,-1.921560811602946,10.994821096435832,2.417078333760109,2.2845829303406457,3.8367341681604996,-6.382868564185468,-6.389971805676005,-5.758294979763446
7,bass,Raft Monk - Tiring_bass.json,-1.496248473413737,1.6015657300454669,1.4283172226582397,-1.6247554789578118,-0.004855319794032999,13.835775466153258,3.798066630461613,3.6722345579476845,5.6691216764138685,-5.29431510387535,-5.2969900369054965,-5.673976996207902
8,bass,Mu - Too Bright_bass.json,-1.0333831328746839,3.3746962606580575,0.9264264466955775,-1.7817412017959282,1.6736561051506866,6.225601645506633,8.930506718595524,8.185174487493654,12.395164618166824,-9.963889851470206,-9.966915689289582,-10.721508513016136
9,bass,Zeno - Signs_bass.json,-0.5044100143084261,7.198636746306785,0.3032671913494719,-1.861828263404322,2.4079844385672695,3.954679839581415,9.129278930371324,7.771921908266832,12.112823941038808,-9.633688944679749,-9.633750171671155,-9.70483950247154
10,bass,Detsky Sad - Walkie Talkie_bass.json,-14.210412857980819,-7.886560450269205,-13.05631692881881,-16.405610931619734,-2.1536608830896964,-12.380562575290618,-2.3494609539926117,-4.544635889763358,9.727645615033435,-11.860951903988207,-11.860975041856376,-11.88130649812313
11,bass,Sambasevam Shanmugam - Kaathaadi_bass.json,4.650375731376167,11.966430676330756,5.569221831328156,4.144731714327762,5.729069505205014,13.98318531601835,7.68453484004164,7.181067084737335,9.042396448828175,-3.034159108665472,-3.0363353704095726,-3.313326943623161
12,bass,Triviul feat. The Fiend - Widow_bass.json,7.141954068421613,18.46154728480696,7.474923396240951,6.9586072337448694,7.719788473574923,20.816217230763037,11.79319786154575,11.609865888687242,12.396365832953306,-4.651243793124137,-4.651258654942373,-4.676577359378384
13,bass,The Long Wait - Dark Horses_bass.json,2.69318817835759,6.859031190135951,4.79860506848293,2.5386482887591564,3.6700219750162253,17.141711244069388,6.603129229938125,6.4535979192231965,8.05897923212639,-3.9099410515805344,-3.91494963046404,-4.388957257110166
14,bass,Carlos Gonzalez - A Place For Us_bass.json,-10.56964182674401,-4.299845692361126,-9.39912394383955,-10.94918298169329,-4.836230653919647,-0.17319106752584976,5.141917208345652,4.762403483627497,10.856676999395617,-15.711559035089664,-15.711586465320789,-15.692907653315263
15,bass,Georgia Wonder - Siren_bass.json,-0.11159230354755723,4.054750915888499,1.9891931343930065,-0.5154196362675101,1.8391662581651513,10.408984134282548,6.65288575572295,6.253550239208857,8.449206599326338,-6.764478059270507,-6.768969875476367,-6.610040341161187
16,bass,Bobby Nobody - Stitch Up_bass.json,-2.118026633351048,1.6221403280501834,0.28755053271477593,-2.219955600599966,-0.6703036417204203,14.19199927851949,3.8222867144215806,3.72870952951651,6.066523680351193,-5.940313347772628,-5.948665130116476,-6.736827322071614
17,bass,AM Contra - Heart Peripheral_bass.json,-2.0137319074325246,1.2934701551837078,0.7348811492514753,-2.3755928990456305,0.36822072902839464,8.726768497886507,3.7353948649053614,3.376779683829303,5.736128074776873,-5.7491267723378865,-5.7523725828749335,-5.367907345748478
18,bass,PR - Happy Daze_bass.json,-4.201639379037027,-2.1749828678165004,0.08617795315851523,-4.514729748201802,-1.3232811704309242,7.0710050606795,4.101174222374475,3.789534139190009,7.403524600295168,-8.3028136014115,-8.304263887391812,-8.726805770726092
19,bass,James Elder & Mark M Thompson - The English Actor_bass.json,2.815243484023854,10.48595556912177,3.6301063364881223,2.4697733432024065,4.068293981565479,14.72840272822767,10.341637703546041,9.997044083697823,11.306990961402676,-7.526394219522188,-7.527270740495417,-7.238696979837196
