,source,file,SI-SDR,SI-SIR,SI-SAR,SD-SDR,SNR,SRR,SI-SDRi,SD-SDRi,SNRi,MIX-SI-SDR,MIX-SD-SDR,MIX-SNR
0,vocals,Lyndsey Ollard - Catching Up_vocals.json,5.023645718129199,12.544887662112567,5.869438598218673,-4.114193074262159,3.8613050220480996,-3.549252544543565,6.02158934277216,-3.1161560447453422,4.81836360970967,-0.9979436246429615,-0.9980370295168176,-0.9570585876615705
1,vocals,Little Chicago's Finest - My Own_vocals.json,-7.6655319674632665,-1.5578123195755418,-6.4448000240931185,-13.2092960736503,0.5054050859522271,-11.657857953437766,-2.364104043691144,-7.907677024650993,5.722413006992748,-5.301427923772123,-5.3016190489993065,-5.217007921040521
2,vocals,James Elder & Mark M Thompson - The English Actor_vocals.json,1.5214996685028845,6.387918121357521,3.249524643489522,-4.885777168144518,3.216033454321571,-3.757843807768697,3.9304170720024687,-2.4768472495926788,5.613455873186717,-2.408917403499584,-2.4089299185518387,-2.397422418865146
3,vocals,BKS - Bulldozer_vocals.json,-1.4948133786608022,3.857660992077733,0.023836910208062653,-6.1747834173961715,2.2993356693959024,-4.36108124309612,4.501064306219251,-0.17869024449901394,8.362800389258705,-5.995877684880053,-5.996093172897158,-6.063464719862802
4,vocals,Cristina Vane - So Easy_vocals.json,5.44824980151628,14.937934952221951,5.967518354884639,-2.8551928476289614,4.312827823971997,-2.1603350368269765,10.362886345153107,2.059584817854253,9.311201732672545,-4.914636543636828,-4.914777665483214,-4.9983739087005485
5,vocals,The Long Wait - Dark Horses_vocals.json,2.6074439600404515,10.84048828979601,3.3143238819819105,-5.137499290816852,3.320485267120324,-4.338295587023405,6.340684229821438,-1.4041621292721913,7.089966208375647,-3.733240269780986,-3.733337161544661,-3.769480941255323
6,vocals,We Fell From The Sky - Not You_vocals.json,-3.9822319921703584,1.7538803213601217,-2.6095662842462812,-10.289357341519501,1.4385415661108931,-9.121817645120723,3.446575753423884,-2.860480158857669,8.94162073252874,-7.428807745594242,-7.428877182661833,-7.503079166417847
7,vocals,Enda Reilly - Cur An Long Ag Seol_vocals.json,1.0556906451585428,10.296221677218842,1.609951294822826,-7.5085921103748525,2.619385711124526,-6.84946760963119,2.3972824350880275,-6.1661966803375075,3.8916487412494467,-1.341591789929485,-1.3423954300373446,-1.2722630301249211
8,vocals,Timboz - Pony_vocals.json,-0.7052040518101655,6.7683582931817945,0.1644573236494986,-7.739203782808687,2.311387022782204,-6.770508830157505,8.067700361712477,1.0337138927628802,11.115370865825483,-8.772904413522642,-8.772917675571566,-8.80398384304328
9,vocals,Ben Carrigan - We'll Talk About It All Tonight_vocals.json,-0.6856450083360826,7.028893008895996,0.14627644816311608,-5.205979101459867,2.605356264060049,-3.2714432039783867,6.082897899321689,1.5626675838103354,9.41077574101132,-6.768542907657771,-6.768646685270204,-6.805419476951272
10,vocals,Zeno - Signs_vocals.json,1.4287089323924609,5.9945021362421755,3.3392370077482894,-5.005239995618074,3.162389020446877,-3.865970267518759,3.6824019256206975,-2.751470892927878,5.375624698659138,-2.2536929932282366,-2.2537691026901956,-2.2132356782122606
11,vocals,Detsky Sad - Walkie Talkie_vocals.json,0.9045593802045426,6.257537113716385,2.4040041872334768,-4.790078014652418,3.1082048617426397,-3.418859352130875,2.7418384877760387,-2.95259192189744,5.01923328150919,-1.8372791075714958,-1.8374860927549779,-1.911028419766551
12,vocals,Carlos Gonzalez - A Place For Us_vocals.json,0.055166407474114554,5.415461055375927,1.5509400644471816,-7.746724800529981,2.4287364245153817,-6.953064979765239,0.05730550120131872,-7.74417093556787,2.351436921774008,-0.0021390937272041666,-0.00255386496211113,0.07729950274137354
13,vocals,The Easton Ellises - Falcon 69_vocals.json,1.1431230907304513,7.45371448728306,2.303788239553509,-5.423525187259277,3.0363733299499787,-4.337331588077527,5.727674257275874,-0.8386937515810207,7.503338687065103,-4.584551166545422,-4.5848314356782565,-4.466965357115123
14,vocals,Raft Monk - Tiring_vocals.json,-2.3839367563770475,6.31564887726125,-1.7530880420855315,-11.567350395302865,1.5965319379861564,-11.008745776164744,2.9566947517471602,-6.226703084579626,6.934594505560325,-5.340631508124208,-5.34064731072324,-5.338062567574169
15,vocals,The Doppler Shift - Atrophy_vocals.json,0.15405560096360527,9.45480025793633,0.7003257460213738,-7.722283500564467,2.4489519863601945,-6.947527325260445,4.85196515774667,-3.024326462919046,7.103272757396095,-4.697909556783065,-4.697957037645422,-4.6543207710359
16,vocals,Arise - Run Run Run_vocals.json,-4.565812533214679,5.25476190673877,-4.079444317568344,-10.897249355054456,1.292498908863003,-9.73864183937474,3.7580971958806084,-2.573245782436508,9.698647574665133,-8.323909729095288,-8.324003572617947,-8.40614866580213
17,vocals,PR - Oh No_vocals.json,-19.863415350292147,-12.383311928311816,-19.008724985235567,-20.81240174682933,-6.293958782096057,-12.653842091351228,5.451347143467093,4.5027573602882,17.614419734738213,-25.31476249375924,-25.31515910711753,-23.908378516834272
18,vocals,Angels In Amplifiers - I'm Alright_vocals.json,2.985709055981566,10.341547035512056,3.990593741045857,-3.12365235578372,3.8718530513069402,-1.8506787771259128,5.1840555379706,-0.9250822953930375,6.004197287653559,-2.1983464819890344,-2.198570060390683,-2.132344236346619
19,vocals,The Mountaineering Club - Mallory_vocals.json,-0.05721670802125822,9.970609368978884,0.40192392493628765,-7.535109228444251,2.4523866427468146,-6.679897212034112,7.143122525843879,-0.3343575347438241,9.510363698786582,-7.200339233865137,-7.200751693700427,-7.057977056039768
