,source,file,SI-SDR,SI-SIR,SI-SAR,SD-SDR,SNR,SRR,SI-SDRi,SD-SDRi,SNRi,MIX-SI-SDR,MIX-SD-SDR,MIX-SNR
0,bass,The Doppler Shift - Atrophy_bass.json,-12.389145122837009,-10.240666868350063,-8.302250718883695,-14.389779384438784,-1.9613986075844423,-10.054300940553388,-2.9496109511711195,-4.948268093753769,8.04961299181487,-9.43953417166589,-9.441511290685014,-10.01101159939931
1,bass,Bobby Nobody - Stitch Up_bass.json,-5.552257651562269,-1.7461848399362698,-3.211969656284025,-10.292454821385208,0.990329712852106,-8.515700239485593,0.3880556962103592,-4.343789691268732,7.72715703492372,-5.940313347772628,-5.948665130116476,-6.736827322071614
2,bass,PR - Oh No_bass.json,-10.18427393566763,-8.576724526094326,-5.088819646028673,-12.83474787579572,-1.4858380322573266,-8.32267279250669,-2.635773706425094,-5.281844106627546,6.753178105370359,-7.548500229242537,-7.552903769168175,-8.239016137627686
3,bass,Signe Jakobsen - What Have You Done To Me_bass.json,-5.972087891789963,-2.905914453807057,-3.0155176022654513,-9.299616744492075,0.6199757633320381,-6.572511696982153,4.059222288735029,0.7332697203314655,10.155118536355442,-10.031310180524994,-10.032886464823541,-9.535142773023404
4,bass,Angels In Amplifiers - I'm Alright_bass.json,-9.049330810545293,-5.119502344604678,-6.788218644642327,-12.372242214070049,-0.25645697842253257,-9.64157720170805,0.2098489038210003,-3.112547260951409,8.777694833668885,-9.259179714366294,-9.25969495311864,-9.034151812091418
5,bass,The Sunshine Garcia Band - For I Am The Moon_bass.json,-6.864121653185425,-3.172876246723627,-4.434908075883396,-11.980363277430396,0.6960377131952007,-10.379439765029792,-3.9395915308474203,-9.054215008484732,3.849882958653093,-2.924530122338005,-2.9261482689456617,-3.1538452454578922
6,bass,Hollow Ground - Ill Fate_bass.json,-8.337900729582888,-5.628562804122636,-5.003828599940246,-15.89700751627087,0.5792616762345961,-15.059115079871733,-1.955032165397419,-9.507035710594865,6.337556655998042,-6.382868564185468,-6.389971805676005,-5.758294979763446
7,bass,Speak Softly - Like Horses_bass.json,9.36584096853841,16.2585058773887,10.36095764902315,0.2980359518540916,5.89301890611681,0.8734848876598029,10.219102543588212,1.1526217879438432,6.915330252890033,-0.8532615750498016,-0.8545858360897517,-1.0223113467732237
8,bass,Raft Monk - Tiring_bass.json,-4.328131209764989,-1.11005385173798,-1.5081166175516347,-8.603245930689857,1.312855675161594,-6.567384901736253,0.9661838941103602,-3.306255893784361,6.986832671369496,-5.29431510387535,-5.2969900369054965,-5.673976996207902
9,bass,Mu - Too Bright_bass.json,-14.028129146300284,-11.534533495762131,-10.410314044606968,-15.191605889688187,-3.621879351627328,-8.897690603738862,-4.0642392948300765,-5.224690200398604,7.099629161388808,-9.963889851470206,-9.966915689289582,-10.721508513016136
10,bass,Triviul feat. The Fiend - Widow_bass.json,2.0040472820772868,8.067236924381644,3.239404364629279,-2.7848374351131406,3.7630858629053074,-1.0239448844684798,6.655291075201422,1.866421219829231,8.439663222283691,-4.651243793124135,-4.651258654942372,-4.676577359378384
11,bass,PR - Happy Daze_bass.json,-9.603653002252209,-7.728501710828559,-5.051387539378291,-11.008330099647836,-1.8597944834736426,-5.422781540274936,-1.300839400840709,-2.704066212256027,6.86701128725245,-8.3028136014115,-8.304263887391809,-8.726805770726092
12,bass,Secretariat - Borderline_bass.json,-7.457160766811675,-4.144341579442598,-4.7272761332363835,-11.458134722266003,0.373310184267128,-9.253943212180724,2.0480385334424724,-1.949760881418106,9.232687981659456,-9.505199300254148,-9.508373840847897,-8.85937779739233
13,bass,The Easton Ellises (Baumi) - SDRNR_bass.json,-11.474722506783635,-8.75464888109405,-8.147462950256774,-13.836289908943876,-1.4118721218489216,-10.046997149252784,-4.895213953334826,-7.2566004647056594,5.049656919407959,-6.579508553448807,-6.579689444238216,-6.461529041256881
14,bass,Forkupines - Semantics_bass.json,-12.001229157059047,-8.893025048692278,-9.086622673793496,-14.341567541634834,-1.5509314286224472,-10.525837650802462,-2.0940257888724734,-4.4343521700061235,8.388885884462034,-9.907203368186574,-9.907215371628709,-9.939817313084482
15,bass,Little Chicago's Finest - My Own_bass.json,-6.719175450437513,-3.0782539956429,-4.1876793193685184,-8.523563848623814,-0.4232236595565304,-3.7557131294022317,0.9694994297447503,-0.8319250357212016,7.8297063358036505,-7.688674880182264,-7.691638812902612,-8.25292999536018
16,bass,Secretariat - Over The Top_bass.json,-4.892580102792312,-1.4154107788140324,-2.3032360371818172,-12.80426618218091,1.172623399830618,-12.037916592275565,-4.211782787184397,-12.12326831133543,1.9175361797641393,-0.6807973156079152,-0.6809978708454789,-0.7449127799335213
17,bass,Al James - Schoolboy Facination_bass.json,-7.493000025377254,-2.6187873266038584,-5.78193126413095,-12.685049209850323,0.5652390625173023,-11.119313678331835,-2.5395109506694142,-7.731449982239195,5.561050572570667,-4.95348907470784,-4.953599227611129,-4.995811510053365
18,bass,The Long Wait - Dark Horses_bass.json,-1.2764552997220715,3.645562634558663,0.4109851090301289,-7.085980429910494,2.286517463397824,-5.763887830834204,2.633485751858463,-3.171030799446454,6.67547472050799,-3.9099410515805344,-3.91494963046404,-4.388957257110166
19,bass,M.E.R.C. Music - Knockout_bass.json,-8.809780722955264,-5.435069938742776,-6.135457849641637,-11.245291074914878,-0.6475499463405133,-7.557751700915414,-0.11048157637850586,-2.545665995796794,8.221790632224469,-8.69929914657676,-8.699625079118084,-8.86934057856498
